1,0004709276
1,000255397X
2,0002877414
2,0002555166
2,0000174076
2,000200027X
2,0003261301
2,000223677X
2,0002187949
2,0002570319
2,0002191792
2,0002214113
2,0002251205
2,000215420X
2,0002571943
2,0001711237
2,0002554798
2,0002251884
2,0001361155
2,0002219360
2,0004145372
2,0002111713
2,0002614510
2,0002159627
2,0002198940
2,0002164639
2,0001956752
2,0002220075
2,0003222977
3,0004140850
3,0000000868
4,000411535X
4,0002555026
4,000225977X
4,0002314282
4,0001536338
4,0004123476
4,0002192063
4,0002151189
4,000136118X
4,0002189607
4,0002177064
4,0002155435
4,0002551195
4,0004121074
5,0002151634
5,000370520X
5,0000230022
5,0002255731
5,0002114674
5,0002730057
5,0002188899
5,0002197790
5,0002250519
5,000215949X
5,0002238918
5,0002211483
5,0002254409
5,000211562X
5,0004145372
5,0002245493
5,0002219360
5,0004133803
5,0002558572
5,0002313030
5,0002557231
5,0002159619
5,000470584X
5,0002312263
5,0004486870
5,0002116499
5,0004687019
5,0002554194
5,0002571293
5,0002202123
5,0002156660
5,0002314355
5,0001841777
5,0002000601
5,0002110210
5,0004588177
5,0004133285
5,0002571404
5,0002154781
5,000215644X
5,0002177897
5,000198327X
5,0002167859
5,0002553988
5,000225168X
5,0002251930
5,000217104X
5,0002153971
5,000412913X
5,0002007827
5,0001711474
5,0004121074
5,0002220334
6,0002554623
6,000215921X
6,0002153971
6,0004121074
7,0001837397
7,0002155435
7,0002246325
7,0004343476
7,0002559420
7,0002553341
7,0002114437
7,0002253305
7,0002326876
7,0004140494
7,0002119366
7,0004120566
7,0002162733
8,0002117207
8,0001842765
8,000272765X
8,0002199203
8,0004708474
8,0002114453
9,0002172135
9,0002202085
9,0001501232
9,0002552256
9,0002243768
9,0002114437
9,0002247399
9,0002000075
9,000255397X
9,0001035649
9,0002171058
9,0001381245
9,0002202123
9,0002554194
9,0002199203
9,0002570831
9,0002213583
9,0002559064
9,0004709799
9,0002110725
10,0002117177
10,0001846590
10,0003261301
10,0002116448
10,0002117886
10,0002118769
10,0003271323
10,0002552264
10,0001944541
10,0002554518
10,0002713624
10,0001945130
10,0002214032
10,0002176173
11,0002222817
11,0002242052
11,0003261301
11,0001018043
11,000382909X
11,0004133307
11,0004133595
11,0002252082
11,0002216973
11,0002214407
11,0002215357
11,0002571560
11,0002621509
11,000211268X
11,000211562X
11,0002245493
11,0004489098
11,0002254409
11,0002219360
11,000200089X
11,0002554194
11,0002571293
11,0004687019
11,0004486870
11,0002202123
11,0002116499
11,0001472933
11,0002312263
11,0002253372
11,0002253968
11,0002162989
11,0001944959
11,0002251965
11,0001983261
11,0002155133
11,0002713624
11,0002239221
11,0002552493
11,0002254182
11,0004336224
11,0002559013
11,0002006812
11,0002177285
11,0002154463
11,000220035X
11,0004350367
11,0004704991
11,0002554437
11,0002201399
11,0002554801
11,0001944541
11,000217796X
11,0002154390
11,0002628015
11,0002556847
11,0002236761
11,000218494X
11,0002167549
11,0002730057
11,0002238586
11,0002211483
11,0002114674
11,0002250519
11,000370520X
11,0000230022
11,0004700481
11,000215949X
11,0002197790
11,0002238918
11,0001061127
11,0002570890
11,0001982559
11,0002554518
11,0001984020
11,0004127390
11,0002553988
11,0002177897
11,0002167859
11,000215126X
11,000198327X
11,000225168X
12,0004123476
12,0004111141
12,0004708229
12,0002159260
12,0001982796
12,0002550512
12,0002222817
12,0002554194
12,0002202123
12,0002554151
12,0002192373
12,000215420X
12,0002719053
12,0004707532
12,0002571153
12,0002570963
12,0002153238
12,0004708261
12,0002200031
12,0002172739
12,0002199173
12,000255223X
12,0001950584
12,0004133803
12,0002006758
12,0002169525
13,0002315963
13,0002166461
13,0002237245
13,0002167859
13,000215644X
13,0001386301
14,0002199823
14,0000029831
14,0002234173
14,0002245493
14,0002259192
14,0001983415
14,0002115050
14,0002197189
14,0002555972
14,000217989X
14,0003222985
14,0002740753
14,0002154463
14,0001381733
15,0003458903
15,0001055178
15,0002322528
15,0002311216
15,0001713086
15,0002556081
15,0004707206
15,0003034550
15,0002152460
15,0002552078
15,0002625032
15,0002173247
15,0002555328
15,0001982370
15,0002153432
15,0002554763
15,0002614154
15,0000477141
15,0002218615
15,0002236648
15,0002875926
15,0004489438
15,0002226049
15,0004330781
15,0002740168
15,0004140052
15,0002557991
15,000221413X
15,0002218879
16,0002117088
16,0001386301
16,0003222357
16,0002111713
16,0002245833
16,0002582023
16,0002557525
16,0002159996
16,0003261301
16,0004704738
16,0002554437
16,0002211025
16,0002251337
16,0004708474
16,0002554364
16,0002554585
16,0002117053
16,000171130X
17,0002115352
17,0002112388
17,0004133900
17,0002239833
17,0002005239
17,0002158183
17,0002005808
17,0002111616
17,0001057138
17,0001955837
17,0002570319
17,0002617501
17,0002551675
17,0000015393
17,0002005387
17,0002559064
17,0002177862
17,0004709799
17,0002556650
17,0004687019
17,0002226901
